participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s10x0050999	0.97	2026-03-12T01:50:11	2026-03-12T05:32:19
sub-v1s10x0051000	0.97	2026-03-12T01:50:14	2026-03-12T06:31:52
sub-v1s10x0051001	0.97	2026-03-12T01:50:09	2026-03-12T05:16:19
sub-v1s10x0051002	0.97	2026-03-12T01:50:39	2026-03-12T06:26:31
sub-v1s10x0051003	0.97	2026-03-12T01:50:47	2026-03-12T05:56:47
sub-v1s10x0051006	0.97	2026-03-12T01:50:49	2026-03-12T06:12:39
sub-v1s10x0051007	0.97	2026-03-12T01:51:12	2026-03-12T05:33:56
sub-v1s10x0051008	0.97	2026-03-12T01:51:15	2026-03-12T06:06:16
sub-v1s10x0051009	0.97	2026-03-12T01:55:44	2026-03-12T06:24:20
sub-v1s10x0051010	0.97	2026-03-12T02:03:41	2026-03-12T06:29:55
sub-v1s10x0051011	0.97	2026-03-12T02:07:15	2026-03-12T06:52:15
sub-v1s10x0051012	0.97	2026-03-12T02:10:24	n/a
sub-v1s10x0051013	0.97	2026-03-12T02:11:48	2026-03-12T06:17:09
sub-v1s10x0051014	0.97	2026-03-12T02:14:19	2026-03-12T06:36:05
sub-v1s10x0051015	0.97	2026-03-12T02:22:50	2026-03-12T06:23:13
sub-v1s10x0051016	0.97	2026-03-12T02:24:20	2026-03-12T06:03:09
sub-v1s10x0051017	0.97	2026-03-12T02:26:16	2026-03-12T06:51:59
sub-v1s10x0051018	0.97	2026-03-12T02:37:23	2026-03-12T06:57:00
sub-v1s10x0051019	0.97	2026-03-12T02:38:23	2026-03-12T07:00:04
sub-v1s10x0051020	0.97	2026-03-12T02:39:25	2026-03-12T06:46:14
sub-v1s10x0051021	0.97	2026-03-12T02:42:49	2026-03-12T07:07:05
sub-v1s10x0051023	0.97	2026-03-12T02:47:53	2026-03-12T07:31:47
sub-v1s10x0051024	0.97	2026-03-12T02:48:52	2026-03-12T06:07:27
sub-v1s10x0051025	0.97	2026-03-12T02:56:56	2026-03-12T07:39:37
sub-v1s10x0051026	0.97	2026-03-12T03:03:11	n/a
sub-v1s10x0051027	0.97	2026-03-12T03:03:30	2026-03-12T06:15:34
sub-v1s10x0051028	0.97	2026-03-12T03:04:59	2026-03-12T07:24:28
sub-v1s10x0051029	0.97	2026-03-12T03:08:59	2026-03-12T07:56:11
sub-v1s10x0051030	0.97	2026-03-12T03:15:58	2026-03-12T07:54:29
sub-v1s10x0051032	0.97	2026-03-12T03:18:35	2026-03-12T06:10:32
sub-v1s10x0051033	0.97	2026-03-12T03:24:02	2026-03-12T07:30:48
sub-v1s10x0051034	0.97	2026-03-12T03:28:01	2026-03-12T07:32:40
sub-v1s10x0051035	0.97	2026-03-12T03:29:32	2026-03-12T07:16:27
sub-v1s10x0051036	0.97	2026-03-12T03:34:00	2026-03-12T07:33:11
sub-v1s10x0051038	0.97	2026-03-12T03:39:03	2026-03-12T07:35:08
sub-v1s10x0051039	0.97	2026-03-12T03:42:31	2026-03-12T06:52:12
sub-v1s10x0051040	0.97	2026-03-12T03:57:01	2026-03-12T07:25:00
sub-v1s10x0051041	0.97	2026-03-12T04:03:02	2026-03-12T07:29:19
sub-v1s10x0051042	0.97	2026-03-12T04:18:04	2026-03-12T08:22:48
sub-v1s10x0051044	0.97	2026-03-12T04:55:03	2026-03-12T08:32:21
sub-v1s10x0051045	0.97	2026-03-12T04:56:02	2026-03-12T08:33:39
sub-v1s10x0051046	0.97	2026-03-12T04:56:36	2026-03-12T09:00:43
sub-v1s10x0051047	0.97	2026-03-12T05:03:05	2026-03-12T09:00:06
sub-v1s10x0051048	0.97	2026-03-12T05:07:37	2026-03-12T10:02:25
sub-v1s10x0051049	0.97	2026-03-12T05:07:39	2026-03-12T08:36:14
sub-v1s10x0051050	0.97	2026-03-12T05:13:05	2026-03-12T09:21:15
sub-v1s10x0051051	0.97	2026-03-12T05:14:08	2026-03-12T09:13:40
sub-v1s10x0051052	0.97	2026-03-12T05:16:12	2026-03-12T09:24:25
sub-v1s10x0051053	0.97	2026-03-12T05:17:40	2026-03-12T09:01:28
sub-v1s10x0051054	0.97	2026-03-12T05:18:38	2026-03-12T09:45:13
sub-v1s10x0051055	0.97	2026-03-12T05:19:34	2026-03-12T09:12:51
sub-v1s10x0051056	0.97	2026-03-12T05:21:33	2026-03-12T09:46:07
sub-v1s10x0051057	0.97	2026-03-12T05:33:41	2026-03-12T09:29:05
sub-v1s10x0051058	0.97	2026-03-12T05:35:06	2026-03-12T09:19:37
sub-v1s10x0051059	0.97	2026-03-12T05:35:36	2026-03-12T09:26:04
sub-v1s10x0051060	0.97	2026-03-12T05:37:37	2026-03-12T09:37:04
sub-v1s10x0051061	0.97	2026-03-12T05:38:09	2026-03-12T09:40:18
sub-v1s10x0051062	0.97	2026-03-12T05:41:38	2026-03-12T09:28:23
sub-v1s10x0051063	0.97	2026-03-12T05:42:30	2026-03-12T10:03:54
sub-v1s10x0051064	0.97	2026-03-12T05:43:09	2026-03-12T09:51:12
sub-v1s10x0051065	0.97	2026-03-12T05:44:09	2026-03-12T09:45:10
sub-v1s10x0051066	0.97	2026-03-12T05:44:10	2026-03-12T08:48:51
sub-v1s10x0051067	0.97	2026-03-12T05:45:43	2026-03-12T10:38:50
sub-v1s10x0051068	0.97	2026-03-12T05:46:10	2026-03-12T10:02:57
sub-v1s10x0051069	0.97	2026-03-12T05:47:34	2026-03-12T09:46:29
sub-v1s10x0051070	0.97	2026-03-12T05:53:08	2026-03-12T10:10:25
sub-v1s10x0051071	0.97	2026-03-12T05:56:38	2026-03-12T10:38:49
sub-v1s10x0051072	0.97	2026-03-12T05:58:07	2026-03-12T09:45:48
sub-v1s10x0051073	0.97	2026-03-12T05:59:09	2026-03-12T10:01:47
sub-v1s10x0051074	0.97	2026-03-12T06:00:09	2026-03-12T10:31:46
sub-v1s10x0051075	0.97	2026-03-12T06:04:09	2026-03-12T09:37:55
sub-v1s10x0051076	0.97	2026-03-12T06:07:38	2026-03-12T10:41:49
sub-v1s10x0051077	0.97	2026-03-12T06:08:41	2026-03-12T09:22:04
sub-v1s10x0051078	0.97	2026-03-12T06:11:39	2026-03-12T09:14:03
sub-v1s10x0051079	0.97	2026-03-12T06:14:12	2026-03-12T09:55:02
sub-v1s10x0051080	0.97	2026-03-12T06:17:06	2026-03-12T09:19:09
sub-v1s10x0051081	0.97	2026-03-12T06:18:51	2026-03-12T10:54:08
sub-v1s10x0051082	0.97	2026-03-12T06:22:10	2026-03-12T10:51:12
sub-v1s10x0051083	0.97	2026-03-12T06:23:10	2026-03-12T10:58:20
sub-v1s10x0051084	0.97	2026-03-12T06:24:41	2026-03-12T10:12:23
sub-v1s10x0051085	0.97	2026-03-12T06:25:39	2026-03-12T10:46:14
sub-v1s10x0051086	0.97	2026-03-12T06:27:36	2026-03-12T11:01:08
sub-v1s10x0051087	0.97	2026-03-12T06:31:07	2026-03-12T11:00:07
sub-v1s10x0051088	0.97	2026-03-12T06:33:12	2026-03-12T11:01:20
sub-v1s10x0051089	0.97	2026-03-12T06:36:08	2026-03-12T10:53:15
sub-v1s10x0051090	0.97	2026-03-12T06:36:39	2026-03-12T09:52:39
sub-v1s10x0051091	0.97	2026-03-12T06:37:40	2026-03-12T10:57:15
sub-v1s10x0051093	0.97	2026-03-12T06:47:38	2026-03-12T11:24:58
sub-v1s10x0051094	0.97	2026-03-12T06:54:46	2026-03-12T10:32:08
sub-v1s10x0051095	0.97	2026-03-12T06:54:48	2026-03-12T11:34:45
sub-v1s10x0051096	0.97	2026-03-12T06:55:12	2026-03-12T11:11:18
sub-v1s10x0051097	0.97	2026-03-12T06:59:19	2026-03-12T11:36:36
sub-v1s10x0051098	0.97	2026-03-12T07:02:47	2026-03-12T11:27:46
sub-v1s10x0051099	0.97	2026-03-12T07:09:44	2026-03-12T11:28:41
sub-v1s10x0051100	0.97	2026-03-12T07:18:07	2026-03-12T10:52:41
sub-v1s10x0051101	0.97	2026-03-12T07:18:30	2026-03-12T11:01:59
sub-v1s10x0051102	0.97	2026-03-12T07:26:49	2026-03-12T12:33:26
sub-v1s10x0051103	0.97	2026-03-12T07:27:30	2026-03-12T11:05:58
sub-v1s10x0051104	0.97	2026-03-12T07:31:37	2026-03-12T10:57:36
sub-v1s10x0051105	0.97	2026-03-12T07:33:14	2026-03-12T11:33:15
sub-v1s10x0051106	0.97	2026-03-12T07:34:14	2026-03-12T11:56:38
sub-v1s10x0051107	0.97	2026-03-12T07:35:17	2026-03-12T11:48:47
sub-v1s10x0051108	0.97	2026-03-12T07:35:50	2026-03-12T11:47:23
sub-v1s10x0051109	0.97	2026-03-12T07:37:31	2026-03-12T10:49:20
sub-v1s10x0051110	0.97	2026-03-12T07:41:04	2026-03-12T11:17:44
sub-v1s10x0051111	0.97	2026-03-12T07:42:17	2026-03-12T12:06:48
sub-v1s10x0051112	0.97	2026-03-12T07:44:41	2026-03-12T11:51:26
sub-v1s10x0051113	0.97	2026-03-12T07:55:03	2026-03-12T11:05:54
sub-v1s10x0051114	0.97	2026-03-12T07:55:43	2026-03-12T12:04:28
sub-v1s10x0051115	0.97	2026-03-12T07:56:39	2026-03-12T12:22:34
sub-v1s10x0051116	0.97	2026-03-12T07:58:47	2026-03-12T12:43:36
sub-v1s10x0051117	0.97	2026-03-12T08:00:49	2026-03-12T12:10:14
sub-v1s10x0051118	0.97	2026-03-12T08:12:06	2026-03-12T11:08:38
sub-v1s10x0051119	0.97	2026-03-12T08:15:07	2026-03-12T11:40:08
sub-v1s10x0051120	0.97	2026-03-12T08:25:06	2026-03-12T12:57:29
sub-v1s10x0051121	0.97	2026-03-12T08:29:37	2026-03-12T11:34:03
sub-v1s10x0051122	0.97	2026-03-12T08:34:32	2026-03-12T12:05:48
sub-v1s10x0051123	0.97	2026-03-12T08:36:12	2026-03-12T12:27:18
sub-v1s10x0051124	0.97	2026-03-12T08:38:34	2026-03-12T12:36:22
sub-v1s10x0051125	0.97	2026-03-12T08:51:08	2026-03-12T12:09:25
sub-v1s10x0051126	0.97	2026-03-12T09:03:20	2026-03-12T12:56:39
sub-v1s10x0051127	0.97	2026-03-12T09:03:47	2026-03-12T13:38:18
sub-v1s10x0051128	0.97	2026-03-12T09:04:10	2026-03-12T13:15:41
sub-v1s10x0051129	0.97	2026-03-12T09:15:21	2026-03-12T13:31:10
sub-v1s10x0051130	0.97	2026-03-12T09:16:45	2026-03-12T13:52:45
sub-v1s10x0051131	0.97	2026-03-12T09:16:40	2026-03-12T12:42:10
sub-v1s10x0051146	0.97	2026-03-12T09:21:43	2026-03-12T12:32:39
sub-v1s10x0051147	0.97	2026-03-12T09:22:46	2026-03-12T13:12:50
sub-v1s10x0051148	0.97	2026-03-12T09:23:49	2026-03-12T13:28:36
sub-v1s10x0051149	0.97	2026-03-12T09:24:34	2026-03-12T12:27:04
sub-v1s10x0051150	0.97	2026-03-12T09:41:29	2026-03-12T13:51:41
sub-v1s10x0051151	0.97	2026-03-12T09:41:21	2026-03-12T14:24:06
sub-v1s10x0051152	0.97	2026-03-12T09:43:24	2026-03-12T14:11:22
sub-v1s10x0051153	0.97	2026-03-12T09:43:48	2026-03-12T13:51:03
sub-v1s10x0051154	0.97	2026-03-12T09:43:50	2026-03-12T14:04:42
sub-v1s10x0051155	0.97	2026-03-12T09:44:16	2026-03-12T14:11:14
sub-v1s10x0051156	0.97	2026-03-12T09:51:14	2026-03-12T13:49:39
sub-v1s10x0051159	0.97	2026-03-12T09:51:17	2026-03-12T14:10:07
